EwEVersion,"6.6.15613.0 (compiled 02/10/2018)"
Date,"02/10/2018 09:42:53"
ModelName,"Tampa Bay"
EcosimScenario,"TampaBay Flabay Nut better fix seagrass"
TimeSeries,(none)
StartYear,0

Data,Catch

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
70,0,0,0.01451899,0.01829349,0,0,0,0,0.004216047,0.0003174075,0,0,0.03360264,0,0,0.01209698,0,0.1466261,0.3414609,0,0.002508293,0,0.006542212,0,0.01263413,0.0005217264,0,0.0007509696,0.0006447592,0,0,0.006083627,0,0.007339695,0,0,0.0006299726,0,0.0668349,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0.01441046,0.01782647,0,0,0,0,0.004127863,0.0003167863,0,0,0.03317126,0,0,0.01194851,0,0.1385504,0.34078,0,0.002488135,0,0.006779811,0,0.01247985,0.0005175725,0,0.0007387687,0.0006351343,0,0,0.0059946,0,0.007294377,0,0,0.0006259741,0,0.06601378,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0.01430927,0.01737159,0,0,0,0,0.003998976,0.0003173419,0,0,0.03275711,0,0,0.01180439,0,0.1319048,0.3397343,0,0.002468832,0,0.007000095,0,0.01236363,0.0005133019,0,0.0007275196,0.0006269446,0,0,0.005914631,0,0.007248226,0,0,0.0006235415,0,0.06533772,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0.01420745,0.01692547,0,0,0,0,0.003839122,0.0003189203,0,0,0.03236389,0,0,0.01166427,0,0.1300018,0.336568,0,0.002450226,0,0.007200555,0,0.01224732,0.0005087163,0,0.0007166329,0.0006192447,0,0,0.005835362,0,0.00720153,0,0,0.0006200764,0,0.06470684,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0.01409862,0.01648523,0,0,0,0,0.003661815,0.0003212916,0,0,0.03200032,0,0,0.01152588,0,0.1318362,0.3314733,0,0.002431845,0,0.007380141,0,0.01210666,0.0005036871,0,0.0007056069,0.0006112714,0,0,0.005751234,0,0.007153806,0,0,0.000614321,0,0.06404422,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0.01398395,0.01605138,0,0,0,0,0.003482107,0.0003242115,0,0,0.03167348,0,0,0.0113881,0,0.1353707,0.3261273,0,0.002413377,0,0.007539369,0,0.01194341,0.000498309,0,0.0006943356,0.0006028647,0,0,0.005663391,0,0.007104459,0,0,0.0006069739,0,0.0633385,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0.01387346,0.01562926,0,0,0,0,0.003312836,0.0003274863,0,0,0.0314073,0,0,0.0112532,0,0.1396717,0.3224659,0,0.002395079,0,0.007682298,0,0.01179561,0.0004929797,0,0.0006834276,0.0005948703,0,0,0.005582088,0,0.007053757,0,0,0.0006011879,0,0.06268743,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0.01377809,0.01522639,0,0,0,0,0.003167444,0.0003307099,0,0,0.03121603,0,0,0.01112649,0,0.1429426,0.3214507,0,0.002377761,0,0.007813497,0,0.01171389,0.0004881285,0,0.0006739385,0.0005887111,0,0,0.005519905,0,0.007003373,0,0,0.0006003638,0,0.06224019,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0.01370543,0.01485183,0,0,0,0,0.003053149,0.0003334237,0,0,0.03103865,0,0,0.01101485,0,0.1413875,0.3236522,0,0.00236259,0,0.007937222,0,0.01172329,0.0004840053,0,0.0006666662,0.0005853883,0,0,0.005483859,0,0.006955742,0,0,0.0006054128,0,0.06208397,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0.01366054,0.01452546,0,0,0,0,0.002970826,0.0003353019,0,0,0.03083382,0,0,0.01092551,0,0.1340821,0.3297806,0,0.002350815,0,0.008061062,0,0.01182999,0.0004808173,0,0.0006621022,0.0005854332,0,0,0.005477944,0,0.006913332,0,0,0.0006160449,0,0.06225653,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0.01365806,0.01427983,0,0,0,0,0.002919119,0.0003363884,0,0,0.03070813,0,0,0.01086863,0,0.1263115,0.3401673,0,0.002344193,0,0.008206693,0,0.01206252,0.000479093,0,0.0006611214,0.0005898854,0,0,0.005513944,0,0.006878905,0,0,0.0006339603,0,0.06285331,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0.01370918,0.0141546,0,0,0,0,0.002895287,0.0003370411,0,0,0.03070424,0,0,0.01085538,0,0.1280799,0.3515675,0,0.002344793,0,0.008393389,0,0.01247895,0.0004794459,0,0.0006653219,0.0006007194,0,0,0.005609498,0,0.006856495,0,0,0.0006626627,0,0.064053,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0.0138133,0.01420104,0,0,0,0,0.002896501,0.0003378327,0,0,0.03085468,0,0,0.01089594,0,0.1427608,0.3614818,0,0.002354698,0,0.008632995,0,0.01309079,0.0004821301,0,0.0006756253,0.0006189113,0,0,0.005770403,0,0.006850554,0,0,0.000701582,0,0.06591144,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0.0139463,0.01448107,0,0,0,0,0.002919039,0.0003392326,0,0,0.0311873,0,0,0.01099162,0,0.1639378,0.3690426,0,0.002374612,0,0.008916207,0,0.01382963,0.0004868085,0,0.000691296,0.0006431349,0,0,0.005980216,0,0.006864068,0,0,0.0007451787,0,0.06828313,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0.01407266,0.01505643,0,0,0,0,0.002958222,0.0003414417,0,0,0.03168933,0,0,0.01113496,0,0.185921,0.3746744,0,0.002403733,0,0.009226126,0,0.01456579,0.0004928078,0,0.0007099087,0.0006698537,0,0,0.00620651,0,0.006896782,0,0,0.0007849794,0,0.07084169,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0.01416481,0.01596585,0,0,0,0,0.003011277,0.0003443547,0,0,0.03234703,0,0,0.01131355,0,0.2068133,0.3794515,0,0.002440179,0,0.009546558,0,0.01521323,0.0004996822,0,0.0007293279,0.0006961072,0,0,0.006426801,0,0.006945828,0,0,0.000816839,0,0.07332935,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0.01421297,0.01718032,0,0,0,0,0.003077308,0.0003476877,0,0,0.03314792,0,0,0.01151492,0,0.2247583,0.384226,0,0.002481718,0,0.009860328,0,0.01575315,0.000507212,0,0.0007485211,0.0007206034,0,0,0.006633065,0,0.007007658,0,0,0.0008411417,0,0.07563336,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0.01423103,0.01863645,0,0,0,0,0.00315809,0.0003511772,0,0,0.03400385,0,0,0.01173437,0,0.2347783,0.3916954,0,0.002527119,0,0.0101631,0,0.01621494,0.0005155446,0,0.0007674274,0.0007434839,0,0,0.006831244,0,0.00707931,0,0,0.0008608919,0,0.07776403,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0.01424179,0.02023941,0,0,0,0,0.003256094,0.0003545455,0,0,0.03468952,0,0,0.01197103,0,0.2294173,0.4043641,0,0.002575743,0,0.01044775,0,0.01666862,0.0005249864,0,0.0007869753,0.0007662329,0,0,0.00703546,0,0.007159609,0,0,0.0008810911,0,0.0798623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0.01427329,0.02186918,0,0,0,0,0.003372602,0.0003576869,0,0,0.03532882,0,0,0.01222557,0,0.2099034,0.4223864,0,0.002627447,0,0.01070398,0,0.01713686,0.0005355641,0,0.0008075055,0.0007894704,0,0,0.007248729,0,0.007248407,0,0,0.000902667,0,0.08198217,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0.01434941,0.02340808,0,0,0,0,0.003501404,0.0003605647,0,0,0.0359914,0,0,0.01249437,0,0.1976136,0.4368938,0,0.002681705,0,0.01091535,0,0.01759028,0.0005469702,0,0.0008284149,0.0008124752,0,0,0.007461393,0,0.007345119,0,0,0.0009232233,0,0.08405955,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0.01449044,0.02478587,0,0,0,0,0.003627414,0.0003634411,0,0,0.03664176,0,0,0.01277168,0,0.2036864,0.4435384,0,0.002737741,0,0.01107245,0,0.01798586,0.0005588778,0,0.0008486646,0.0008339501,0,0,0.007662169,0,0.007448009,0,0,0.0009399481,0,0.0859787,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0.01470559,0.02598882,0,0,0,0,0.00373095,0.0003668232,0,0,0.0372901,0,0,0.01305035,0,0.2194342,0.445124,0,0.002794482,0,0.01116761,0,0.01831559,0.0005711166,0,0.000867768,0.0008533864,0,0,0.007847684,0,0.007554964,0,0,0.0009528399,0,0.08769961,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0.01498961,0.0269598,0,0,0,0,0.003794601,0.0003712596,0,0,0.03796202,0,0,0.01332479,0,0.2368133,0.4446444,0,0.002851017,0,0.01119181,0,0.01858232,0.000583538,0,0.0008854775,0.00087062,0,0,0.008016801,0,0.007664017,0,0,0.0009623462,0,0.08920773,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0.01532125,0.02769508,0,0,0,0,0.003811442,0.0003770821,0,0,0.03867284,0,0,0.01358867,0,0.2527272,0.4431595,0,0.002906373,0,0.01113027,0,0.01878279,0.0005958882,0,0.0009014796,0.0008853898,0,0,0.008166051,0,0.007773302,0,0,0.0009683298,0,0.090479,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0.01567328,0.0282247,0,0,0,0,0.003791684,0.0003841125,0,0,0.03941348,0,0,0.01383532,0,0.2647146,0.4413967,0,0.002959651,0,0.01096908,0,0.01890347,0.0006078654,0,0.000915263,0.0008971652,0,0,0.008290307,0,0.007880708,0,0,0.0009699317,0,0.09146281,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0.01601933,0.02860655,0,0,0,0,0.00376066,0.0003915215,0,0,0.04004132,0,0,0.01405789,0,0.268272,0.4408014,0,0.003009963,0,0.01069626,0,0.01894397,0.0006192608,0,0.0009265523,0.0009057429,0,0,0.008388082,0,0.007984101,0,0,0.0009673697,0,0.09214182,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0.01634334,0.02888602,0,0,0,0,0.003747836,0.0003982191,0,0,0.04042293,0,0,0.01425301,0,0.2570961,0.4446532,0,0.003056859,0,0.01030958,0,0.01892387,0.0006300794,0,0.0009354987,0.0009115032,0,0,0.008464157,0,0.008081791,0,0,0.0009621582,0,0.09255292,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0.01663727,0.0290893,0,0,0,0,0.003772395,0.0004034413,0,0,0.04070587,0,0,0.0144199,0,0.2251487,0.4559604,0,0.003100155,0,0.009809624,0,0.01887515,0.0006403888,0,0.0009426247,0.0009152931,0,0,0.00852544,0,0.008173015,0,0,0.0009564504,0,0.09277982,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0.01692943,0.02924321,0,0,0,0,0.003839648,0.0004071193,0,0,0.04101357,0,0,0.01457206,0,0.1875322,0.4744141,0,0.003141877,0,0.009242667,0,0.01887508,0.0006511377,0,0.0009494337,0.000919282,0,0,0.008598823,0,0.008258446,0,0,0.0009553195,0,0.09302688,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0.01724276,0.02936793,0,0,0,0,0.003942081,0.0004097226,0,0,0.04140085,0,0,0.01472594,0,0.1769883,0.4880007,0,0.003184437,0,0.008650308,0,0.01906827,0.0006635253,0,0.0009591866,0.0009278699,0,0,0.008721393,0,0.008342427,0,0,0.0009681072,0,0.09372321,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0.01758855,0.02948259,0,0,0,0,0.004068777,0.0004121031,0,0,0.04193748,0,0,0.01490065,0,0.1885644,0.4962698,0,0.003230883,0,0.008087637,0,0.01946427,0.0006778391,0,0.0009730021,0.000942356,0,0,0.008896735,0,0.008430412,0,0,0.0009930413,0,0.09497251,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0.017973,0.02960436,0,0,0,0,0.00421091,0.0004148563,0,0,0.04267513,0,0,0.01511052,0,0.2132639,0.5013868,0,0.003283412,0,0.007638107,0,0.02000616,0.0006940705,0,0.0009905099,0.0009619302,0,0,0.009114384,0,0.0085263,0,0,0.001025094,0,0.09670015,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0.01839772,0.02975513,0,0,0,0,0.004364719,0.0004182027,0,0,0.04363701,0,0,0.01536209,0,0.2419658,0.5064134,0,0.003343266,0,0.007385095,0,0.02064895,0.0007122785,0,0.00101123,0.0009856708,0,0,0.009366429,0,0.008632454,0,0,0.001061197,0,0.09882696,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0.01885837,0.02996287,0,0,0,0,0.004530977,0.0004221118,0,0,0.04482157,0,0,0.01565572,0,0.2697914,0.5127486,0,0.003411073,0,0.007337977,0,0.02136518,0.000732524,0,0.001034818,0.001012915,0,0,0.009647426,0,0.008750338,0,0,0.001099728,0,0.1012898,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0.0193549,0.030264,0,0,0,0,0.004711132,0.0004266119,0,0,0.04618286,0,0,0.01599236,0,0.2930985,0.5227878,0,0.003487749,0,0.007517367,0,0.02215154,0.0007551148,0,0.001061278,0.001043549,0,0,0.009959539,0,0.008881008,0,0,0.001140712,0,0.1040674,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0.01987759,0.03068335,0,0,0,0,0.004903261,0.0004317811,0,0,0.04756853,0,0,0.01636848,0,0.301561,0.5388991,0,0.003573608,0,0.007909803,0,0.02302176,0.0007802524,0,0.001090923,0.001077899,0,0,0.01030438,0,0.00902584,0,0,0.00118515,0,0.1071862,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0.02041073,0.03122059,0,0,0,0,0.005104703,0.0004376078,0,0,0.0489055,0,0,0.0167758,0,0.2905812,0.5612789,0,0.003668481,0,0.008478031,0,0.02392226,0.000807534,0,0.001122747,0.001114508,0,0,0.01066564,0,0.009185263,0,0,0.001229158,0,0.1105064,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0.0209324,0.03184107,0,0,0,0,0.005314955,0.0004437616,0,0,0.05022802,0,0,0.01719575,0,0.2704253,0.5842035,0,0.00377056,0,0.009161728,0,0.024755,0.0008359696,0,0.00115463,0.001150456,0,0,0.0110138,0,0.00935745,0,0,0.001266617,0,0.1137619,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0.02142419,0.032491,0,0,0,0,0.005536017,0.0004496828,0,0,0.05148863,0,0,0.01760654,0,0.2628395,0.5988456,0,0.003877023,0,0.009901117,0,0.02541396,0.0008643481,0,0.001183951,0.001182287,0,0,0.01131882,0,0.009537857,0,0,0.00129157,0,0.1166269,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0.02187606,0.03311891,0,0,0,0,0.005768516,0.0004549409,0,0,0.05267594,0,0,0.0179895,0,0.271358,0.603323,0,0.003984347,0,0.01064468,0,0.02585011,0.0008917018,0,0.001208938,0.001207861,0,0,0.01156493,0,0.009720464,0,0,0.00130247,0,0.1188903,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0.02230444,0.03369758,0,0,0,0,0.006007512,0.0004595201,0,0,0.05383587,0,0,0.0183424,0,0.2914804,0.6020651,0,0.004090517,0,0.01137419,0,0.02610181,0.0009179995,0,0.001229506,0.001227461,0,0,0.01176374,0,0.009899798,0,0,0.001303434,0,0.1205572,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0.02272566,0.03421532,0,0,0,0,0.006238126,0.0004637693,0,0,0.05500852,0,0,0.01866991,0,0.3151932,0.5989078,0,0.004194242,0,0.01207844,0,0.02627896,0.0009436988,0,0.001247304,0.001243703,0,0,0.01194043,0,0.01007331,0,0,0.001302727,0,0.1218701,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0.02313737,0.03466805,0,0,0,0,0.00643969,0.0004681882,0,0,0.05619604,0,0,0.01897792,0,0.3364141,0.5947568,0,0.004294924,0,0.0127377,0,0.02640531,0.0009685216,0,0.001262744,0.001257374,0,0,0.01209614,0,0.01024012,0,0,0.001301349,0,0.1229108,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0.02351992,0.03504959,0,0,0,0,0.006591317,0.0004731293,0,0,0.05719823,0,0,0.01926381,0,0.3474668,0.5902327,0,0.00439135,0,0.01332762,0,0.02642157,0.0009915172,0,0.001274619,0.00126697,0,0,0.01221217,0,0.01039836,0,0,0.001294796,0,0.1235552,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0.02385866,0.0353541,0,0,0,0,0.006679616,0.0004787177,0,0,0.05775126,0,0,0.01951799,0,0.3429876,0.5879246,0,0.004482136,0,0.01383738,0,0.02628506,0.001012057,0,0.001281793,0.001271098,0,0,0.0122787,0,0.0105448,0,0,0.001280478,0,0.1236825,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0.02418564,0.0356078,0,0,0,0,0.006711224,0.0004851891,0,0,0.05811414,0,0,0.01974315,0,0.3266875,0.5943314,0,0.00456876,0,0.0143066,0,0.02611797,0.001031689,0,0.001286271,0.001272708,0,0,0.01233848,0,0.01067795,0,0,0.001267345,0,0.1235639,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0.02452186,0.03584188,0,0,0,0,0.006700207,0.0004927166,0,0,0.05846194,0,0,0.01994743,0,0.3021899,0.6089944,0,0.004653743,0,0.01474737,0,0.02614705,0.001052508,0,0.001292788,0.001278299,0,0,0.01244789,0,0.01080218,0,0,0.001270252,0,0.1238243,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0.02487322,0.03608807,0,0,0,0,0.006665036,0.0005014031,0,0,0.05889133,0,0,0.02014958,0,0.2868286,0.6242027,0,0.004741288,0,0.01515246,0,0.02640609,0.001075103,0,0.00130304,0.001289965,0,0,0.01261485,0,0.0109241,0,0,0.001288398,0,0.1246608,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0.0252269,0.03636346,0,0,0,0,0.00662287,0.000511145,0,0,0.05946667,0,0,0.02035931,0,0.290815,0.6326238,0,0.004833366,0,0.0154938,0,0.02680288,0.001098899,0,0.001316122,0.001306104,0,0,0.01281455,0,0.01104837,0,0,0.001313803,0,0.1259492,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0.02555969,0.03665657,0,0,0,0,0.006584642,0.0005216105,0,0,0.06021284,0,0,0.0205732,0,0.3075219,0.6334066,0,0.004929249,0,0.01573263,0,0.02717488,0.001122458,0,0.001329212,0.001322543,0,0,0.01300391,0,0.01117553,0,0,0.001335213,0,0.1273194,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0.02585178,0.03693792,0,0,0,0,0.006556332,0.0005322216,0,0,0.06109817,0,0,0.02077791,0,0.3267589,0.6295472,0,0.005026333,0,0.01583917,0,0.02739442,0.001144438,0,0.001339525,0.001335347,0,0,0.01314987,0,0.01130235,0,0,0.001345086,0,0.1283988,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0.02608552,0.03716418,0,0,0,0,0.006537508,0.0005423818,0,0,0.06204907,0,0,0.02095408,0,0.3413915,0.6228763,0,0.005120672,0,0.01578481,0,0.02741071,0.001163809,0,0.001345416,0.001342323,0,0,0.01323556,0,0.01142386,0,0,0.001341545,0,0.1289615,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0.02625201,0.03730087,0,0,0,0,0.006524493,0.0005516661,0,0,0.06287862,0,0,0.02108726,0,0.3460415,0.6157348,0,0.005208827,0,0.01555117,0,0.02721543,0.001179913,0,0.001345999,0.001342447,0,0,0.01325614,0,0.0115348,0,0,0.001325211,0,0.1288827,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0.02634428,0.03732573,0,0,0,0,0.006510282,0.0005598392,0,0,0.06329718,0,0,0.02116765,0,0.3337735,0.6108726,0,0.005287696,0,0.01512507,0,0.02684209,0.001192447,0,0.001341302,0.001335989,0,0,0.01321638,0,0.01163075,0,0,0.001299266,0,0.1281709,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0.02635782,0.03722743,0,0,0,0,0.006489194,0.0005668515,0,0,0.06344719,0,0,0.02119004,0,0.3007798,0.6109986,0,0.005355085,0,0.01450381,0,0.02632316,0.001201221,0,0.001331532,0.001323459,0,0,0.01312165,0,0.01170842,0,0,0.001266229,0,0.1268666,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0.02628483,0.03700093,0,0,0,0,0.006456274,0.0005725482,0,0,0.06340656,0,0,0.02115015,0,0.2587742,0.6125823,0,0.005409409,0,0.01369883,0,0.02568715,0.00120612,0,0.001316993,0.001305445,0,0,0.01297701,0,0.01176546,0,0,0.001228088,0,0.1250284,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0.02611965,0.03665217,0,0,0,0,0.006409388,0.0005766829,0,0,0.06318092,0,0,0.02104651,0,0.233025,0.6067442,0,0.00544958,0,0.01274091,0,0.02495542,0.001207094,0,0.001297983,0.001282476,0,0,0.0127868,0,0.01180024,0,0,0.00118615,0,0.1227134,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0.0258689,0.03621764,0,0,0,0,0.00635039,0.0005791601,0,0,0.06278951,0,0,0.02088432,0,0.2264415,0.5931558,0,0.005475351,0,0.01168741,0,0.02416033,0.001204436,0,0.001275104,0.00125545,0,0,0.01256068,0,0.01181196,0,0,0.001142447,0,0.120016,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0.02554839,0.0357516,0,0,0,0,0.006285732,0.0005799612,0,0,0.0622808,0,0,0.02067482,0,0.2324531,0.5750406,0,0.005487267,0,0.01061251,0,0.02335635,0.00119879,0,0.001249531,0.001225988,0,0,0.01231428,0,0.01180115,0,0,0.001100424,0,0.1171033,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0.02516907,0.03530794,0,0,0,0,0.006223721,0.0005790725,0,0,0.06169101,0,0,0.02042904,0,0.2413969,0.5555543,0,0.005486216,0,0.009591922,0,0.02257904,0.001190562,0,0.001222277,0.001195408,0,0,0.01205642,0,0.01176954,0,0,0.0010618,0,0.1141127,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0.02473712,0.03492707,0,0,0,0,0.006169076,0.0005764771,0,0,0.06101242,0,0,0.0201536,0,0.2472651,0.536333,0,0.005473156,0,0.008693344,0,0.02181929,0.001179788,0,0.001193558,0.001163878,0,0,0.01178551,0,0.01171884,0,0,0.001025073,0,0.1110644,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0.02425684,0.03462502,0,0,0,0,0.006119919,0.0005721974,0,0,0.06016801,0,0,0.01984813,0,0.2453792,0.5188739,0,0.005448612,0,0.007963296,0,0.02105818,0.001166447,0,0.001163302,0.00113116,0,0,0.01149833,0,0.01165016,0,0,0.000988567,0,0.1079389,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0.02373678,0.03439408,0,0,0,0,0.006072826,0.0005663672,0,0,0.05914032,0,0,0.01950996,0,0.2313236,0.5057238,0,0.00541312,0,0.007421688,0,0.02029257,0.001150761,0,0.00113164,0.001097306,0,0,0.01119688,0,0.01156431,0,0,0.0009520489,0,0.1047423,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0.0231858,0.03421254,0,0,0,0,0.006022831,0.0005593465,0,0,0.05801038,0,0,0.01913801,0,0.2036243,0.4981872,0,0.005367318,0,0.007058964,0,0.01954063,0.001133118,0,0.001099098,0.001062929,0,0,0.01088749,0,0.01146246,0,0,0.0009168208,0,0.1015353,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0.02261177,0.03404956,0,0,0,0,0.005964433,0.0005516722,0,0,0.05684556,0,0,0.01873566,0,0.1681174,0.4946468,0,0.005312198,0,0.006847796,0,0.01881657,0.001113869,0,0.00106619,0.001028617,0,0,0.01057532,0,0.01134618,0,0,0.0008836563,0,0.09837209,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0.02202561,0.03387902,0,0,0,0,0.005891124,0.0005439841,0,0,0.05569665,0,0,0.0183112,0,0.1436345,0.4889341,0,0.005249145,0,0.006757628,0,0.01813535,0.001093473,0,0.001033463,0.0009950084,0,0,0.01026688,0,0.01121734,0,0,0.0008533942,0,0.0953119,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0.02143163,0.03367832,0,0,0,0,0.005796127,0.0005368275,0,0,0.05459721,0,0,0.0178725,0,0.1339164,0.4784909,0,0.005179178,0,0.006749789,0,0.01750353,0.001072125,0,0.001001354,0.0009625688,0,0,0.009963907,0,0.01107807,0,0,0.0008262191,0,0.09239706,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0.02085215,0.03343921,0,0,0,0,0.005678261,0.0005304649,0,0,0.05357491,0,0,0.01743255,0,0.1373584,0.465862,0,0.005104472,0,0.006808821,0,0.01692871,0.001050472,0,0.0009702646,0.0009317313,0,0,0.009674516,0,0.01093037,0,0,0.0008024625,0,0.0896625,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0.02030719,0.03316244,0,0,0,0,0.005540289,0.0005248198,0,0,0.05262815,0,0,0.01700248,0,0.147498,0.453537,0,0.005027189,0,0.006920155,0,0.01647133,0.001029469,0,0.0009416501,0.0009043469,0,0,0.00941604,0,0.01077753,0,0,0.0007864788,0,0.08730055,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0.01983001,0.03286665,0,0,0,0,0.005390079,0.0005197994,0,0,0.0517576,0,0,0.01660031,0,0.1602603,0.4454283,0,0.004951496,0,0.007093209,0,0.01618766,0.001010349,0,0.0009170736,0.0008823866,0,0,0.009209393,0,0.01062414,0,0,0.0007813285,0,0.08549171,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0.019478,0.03258903,0,0,0,0,0.005240196,0.0005155748,0,0,0.05099408,0,0,0.0162538,0,0.1742378,0.4466488,0,0.004884112,0,0.007370767,0,0.0162179,0.0009955151,0,0.0008998803,0.0008701984,0,0,0.009101084,0,0.0104774,0,0,0.000795969,0,0.08465179,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0.01927144,0.03235883,0,0,0,0,0.005100565,0.0005124338,0,0,0.05037811,0,0,0.01598668,0,0.1843912,0.4558406,0,0.004831652,0,0.007759363,0,0.01667929,0.0009862639,0,0.0008936522,0.0008722483,0,0,0.009120844,0,0.01034783,0,0,0.0008360355,0,0.08516849,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0.01920068,0.03218725,0,0,0,0,0.004980223,0.0005105048,0,0,0.04994379,0,0,0.01581345,0,0.1894128,0.4696499,0,0.004798931,0,0.008246832,0,0.01744883,0.0009817698,0,0.0008974256,0.0008866792,0,0,0.009239468,0,0.01024366,0,0,0.0008896976,0,0.08680539,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0.01924407,0.03207384,0,0,0,0,0.004888319,0.0005096099,0,0,0.0496725,0,0,0.01573251,0,0.1936585,0.4844394,0,0.004786903,0,0.008815823,0,0.01833686,0.000980894,0,0.0009080286,0.0009086759,0,0,0.009413001,0,0.01016784,0,0,0.0009444155,0,0.08912922,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0.01937228,0.03200938,0,0,0,0,0.004832968,0.0005093732,0,0,0.04957419,0,0,0.01572975,0,0.2020348,0.4966586,0,0.004793163,0,0.009439622,0,0.01920519,0.0009826178,0,0.0009225259,0.0009339492,0,0,0.009606237,0,0.01011929,0,0,0.0009928884,0,0.09176028,0,0,0,0,0,0,0,0,0,0,0,0,0
