EwEVersion,"6.6.15613.0 (compiled 02/10/2018)"
Date,"02/10/2018 09:40:27"
ModelName,"Generic 37"
EcosimScenario,"an example"
TimeSeries,(none)
StartYear,0

Data,Catch

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
86,0,0,0,0,0.01679862,0.09583752,0.01582945,0.02766068,0.06231576,0.1843913,0.5200369,0.6607375,0.01643483,0.01061102,0.05968092,0.4892429,0,0.0134024,0.04586494,0.007626713,0.02182453,0,0,0,0,0.3560427,0.5896875,0.03887851,0.1263992,0,0,0,0,0,0,0,0
87,0,0,0,0,0.01680122,0.09687755,0.01574162,0.02740915,0.06209369,0.1827603,0.5219085,0.6665072,0.01601384,0.01016035,0.05888161,0.4935058,0,0.01321067,0.04476619,0.007432322,0.02062934,0,0,0,0,0.3586954,0.5894138,0.03742631,0.1263047,0,0,0,0,0,0,0,0
88,0,0,0,0,0.01680612,0.09794421,0.01565623,0.02716288,0.06188082,0.1811909,0.5237454,0.6721833,0.01560552,0.009732128,0.05811313,0.4981728,0,0.01302346,0.04370428,0.007244228,0.01950174,0,0,0,0,0.3613171,0.589101,0.03602973,0.1262117,0,0,0,0,0,0,0,0
89,0,0,0,0,0.01681326,0.09903735,0.01557319,0.02692169,0.06167687,0.1796809,0.5255473,0.6777653,0.01520941,0.00932505,0.05737418,0.5032465,0,0.01284065,0.04267761,0.007062176,0.01843771,0,0,0,0,0.363907,0.5887528,0.03468639,0.1261202,0,0,0,0,0,0,0,0
90,0,0,0,0,0.01682259,0.1001568,0.01549243,0.0266854,0.06148157,0.1782281,0.5273138,0.6832529,0.01482506,0.008937907,0.05666356,0.5087299,0,0.01266207,0.04168467,0.006885927,0.01743353,0,0,0,0,0.3664641,0.5883728,0.03339402,0.1260304,0,0,0,0,0,0,0,0
91,0,0,0,0,0.01683407,0.1013023,0.01541387,0.02645385,0.06129468,0.1768304,0.5290448,0.6886457,0.01445206,0.008569567,0.05598007,0.5146264,0,0.01248759,0.04072401,0.006715249,0.01648568,0,0,0,0,0.3689877,0.5879645,0.03215049,0.1259423,0,0,0,0,0,0,0,0
92,0,0,0,0,0.01684765,0.1024736,0.01533744,0.02622686,0.06111593,0.1754858,0.5307401,0.6939436,0.01409001,0.008218969,0.05532257,0.5209394,0,0.01231708,0.03979426,0.006549923,0.01559088,0,0,0,0,0.3714765,0.5875312,0.03095373,0.1258559,0,0,0,0,0,0,0,0
93,0,0,0,0,0.01686328,0.1036705,0.01526306,0.02600429,0.06094507,0.1741924,0.5323994,0.6991464,0.0137385,0.007885114,0.05468995,0.5276728,0,0.01215041,0.0388941,0.006389736,0.01474601,0,0,0,0,0.3739296,0.5870757,0.02980179,0.1257714,0,0,0,0,0,0,0,0
94,0,0,0,0,0.01688091,0.1048927,0.01519065,0.02578599,0.06078184,0.1729482,0.5340226,0.7042537,0.01339718,0.007567069,0.05408115,0.5348306,0,0.01198744,0.03802228,0.006234486,0.01394819,0,0,0,0,0.3763461,0.5866005,0.02869282,0.1256887,0,0,0,0,0,0,0,0
95,0,0,0,0,0.01690049,0.1061399,0.01512015,0.02557182,0.06062602,0.1717515,0.5356097,0.7092656,0.01306567,0.007263957,0.05349514,0.542417,0,0.01182807,0.0371776,0.006083978,0.01319469,0,0,0,0,0.3787251,0.586108,0.02762507,0.1256081,0,0,0,0,0,0,0,0
96,0,0,0,0,0.01692199,0.1074117,0.01505148,0.02536167,0.06047734,0.1706007,0.5371605,0.7141821,0.01274364,0.006974952,0.05293092,0.5504362,0,0.01167216,0.03635893,0.005938026,0.01248294,0,0,0,0,0.3810656,0.5856001,0.02659684,0.1255294,0,0,0,0,0,0,0,0
97,0,0,0,0,0.01694534,0.1087078,0.01498459,0.0251554,0.06033558,0.1694939,0.538675,0.719003,0.01243076,0.006699283,0.05238752,0.5588924,0,0.0115196,0.03556518,0.005796452,0.01181055,0,0,0,0,0.3833669,0.5850784,0.02560654,0.1254528,0,0,0,0,0,0,0,0
98,0,0,0,0,0.01697051,0.1100278,0.01491939,0.0249529,0.0602005,0.1684297,0.5401532,0.7237285,0.01212671,0.006436221,0.05186401,0.5677898,0,0.01137029,0.03479531,0.005659084,0.01117524,0,0,0,0,0.3856282,0.5845444,0.02465265,0.1253782,0,0,0,0,0,0,0,0
99,0,0,0,0,0.01699744,0.1113713,0.01485584,0.02475407,0.06007187,0.1674066,0.5415952,0.7283586,0.01183118,0.006185085,0.05135947,0.5771326,0,0.01122411,0.03404833,0.005525759,0.01057489,0,0,0,0,0.3878489,0.5839993,0.02373373,0.1253056,0,0,0,0,0,0,0,0
100,0,0,0,0,0.01702609,0.1127379,0.01479385,0.02455879,0.05994945,0.1664229,0.5430011,0.7328935,0.01154387,0.005945232,0.05087301,0.5869247,0,0.01108096,0.03332328,0.00539632,0.01000751,0,0,0,0,0.3900284,0.583444,0.02284839,0.1252352,0,0,0,0,0,0,0,0
101,0,0,0,0,0.01705642,0.1141269,0.01473338,0.02436699,0.05983301,0.1654773,0.5443709,0.7373334,0.01126452,0.005716058,0.05040377,0.5971698,0,0.01094073,0.03261928,0.005270613,0.009471221,0,0,0,0,0.3921661,0.5828793,0.02199531,0.1251668,0,0,0,0,0,0,0,0
102,0,0,0,0,0.01708836,0.1155379,0.01467435,0.02417855,0.05972231,0.1645685,0.5457047,0.7416784,0.01099284,0.005496996,0.04995091,0.6078712,0,0.01080334,0.03193544,0.005148496,0.008964247,0,0,0,0,0.3942614,0.582306,0.02117324,0.1251005,0,0,0,0,0,0,0,0
103,0,0,0,0,0.01691803,0.1155892,0.01444356,0.02370528,0.05891187,0.1618628,0.5403548,0.7369078,0.01060574,0.005231013,0.04894822,0.6122256,0,0.0105449,0.03092721,0.004972245,0.008394259,0,0,0,0,0.3917095,0.5747868,0.02018171,0.123511,0,0,0,0,0,0,0,0
104,0,0,0,0,0.0169579,0.1170727,0.01439323,0.02353033,0.05883591,0.1611998,0.5416304,0.7410953,0.01035959,0.005040532,0.0485694,0.6244834,0,0.01042083,0.0303257,0.004861972,0.007958158,0,0,0,0,0.393919,0.5743493,0.01947322,0.1234508,0,0,0,0,0,0,0,0
105,0,0,0,0,0.01699924,0.1185767,0.0143441,0.02335838,0.0587649,0.1605685,0.542868,0.7451847,0.01011991,0.004857992,0.04820373,0.6372246,0,0.01029913,0.02974028,0.004754686,0.007545126,0,0,0,0,0.3960762,0.5738831,0.01878837,0.1233921,0,0,0,0,0,0,0,0
106,0,0,0,0,0.01704202,0.1201006,0.01429612,0.02318934,0.05869861,0.1599674,0.5440678,0.7491763,0.009886486,0.004682981,0.04785044,0.6504512,0,0.0101797,0.02917027,0.004650271,0.007153893,0,0,0,0,0.3981817,0.5733895,0.01812637,0.123335,0,0,0,0,0,0,0,0
107,0,0,0,0,0.01708618,0.1216436,0.01424923,0.02302314,0.05863682,0.1593956,0.5452303,0.7530707,0.009659104,0.004515112,0.0475088,0.6641642,0,0.01006247,0.02861504,0.004548613,0.006783261,0,0,0,0,0.4002356,0.5728701,0.01748639,0.1232794,0,0,0,0,0,0,0,0
108,0,0,0,0,0.01713167,0.1232049,0.01420335,0.02285971,0.0585793,0.1588518,0.5463557,0.7568681,0.009437564,0.004354024,0.04717809,0.6783633,0,0.00994737,0.02807399,0.004449608,0.006432105,0,0,0,0,0.4022383,0.5723271,0.0168677,0.1232255,0,0,0,0,0,0,0,0
109,0,0,0,0,0.01717843,0.1247836,0.01415844,0.02269897,0.05852582,0.1583351,0.5474445,0.7605693,0.009221673,0.004199375,0.0468576,0.6930476,0,0.009834313,0.02754654,0.004353153,0.006099362,0,0,0,0,0.4041898,0.5717623,0.01626954,0.1231733,0,0,0,0,0,0,0,0
110,0,0,0,0,0.01722642,0.1263787,0.01411443,0.02254086,0.05847616,0.1578443,0.5484969,0.7641749,0.009011244,0.004050843,0.04654663,0.7082145,0,0.009723231,0.02703214,0.004259149,0.005784031,0,0,0,0,0.4060905,0.571178,0.01569123,0.1231228,0,0,0,0,0,0,0,0
111,0,0,0,0,0.01727558,0.1279894,0.01407127,0.02238531,0.05843011,0.1573786,0.5495133,0.7676854,0.008806101,0.003908125,0.04624448,0.7238605,0,0.009614052,0.02653024,0.004167502,0.005485168,0,0,0,0,0.4079403,0.570576,0.01513208,0.123074,0,0,0,0,0,0,0,0
112,0,0,0,0,0.01732586,0.1296145,0.0140289,0.02223225,0.05838744,0.156937,0.5504941,0.7711014,0.008606071,0.003770936,0.04595049,0.7399803,0,0.009506709,0.02604036,0.004078124,0.005201885,0,0,0,0,0.4097396,0.5699581,0.01459145,0.1230271,0,0,0,0,0,0,0,0
113,0,0,0,0,0.0173772,0.1312529,0.01398726,0.02208164,0.05834792,0.1565185,0.5514397,0.7744236,0.008410987,0.003639005,0.04566399,0.7565675,0,0.009401133,0.02556199,0.003990927,0.004933342,0,0,0,0,0.4114886,0.5693259,0.01406873,0.1229821,0,0,0,0,0,0,0,0
114,0,0,0,0,0.01742955,0.1329037,0.0139463,0.0219334,0.05831135,0.1561222,0.5523505,0.7776528,0.008220694,0.003512078,0.04538433,0.7736138,0,0.009297262,0.02509468,0.003905829,0.004678747,0,0,0,0,0.4131874,0.568681,0.01356331,0.122939,0,0,0,0,0,0,0,0
115,0,0,0,0,0.01748286,0.1345655,0.01390596,0.02178749,0.0582775,0.1557473,0.5532268,0.7807897,0.008035038,0.003389916,0.04511085,0.7911091,0,0.009195033,0.02463798,0.00382275,0.004437354,0,0,0,0,0.4148366,0.5680246,0.01307463,0.1228979,0,0,0,0,0,0,0,0
116,0,0,0,0,0.01753706,0.1362372,0.0138662,0.02164386,0.05824615,0.1553929,0.5540692,0.7838349,0.007853871,0.003272292,0.04484294,0.8090417,0,0.009094385,0.02419147,0.003741615,0.004208457,0,0,0,0,0.4164363,0.5673581,0.01260213,0.1228588,0,0,0,0,0,0,0,0
117,0,0,0,0,0.01759211,0.1379175,0.01382694,0.02150247,0.05821709,0.1550581,0.5548781,0.7867895,0.007677054,0.003158994,0.04457995,0.827398,0,0.00899526,0.02375474,0.003662351,0.003991391,0,0,0,0,0.4179871,0.5666825,0.01214529,0.1228217,0,0,0,0,0,0,0,0
118,0,0,0,0,0.01764794,0.1396051,0.01378815,0.02136325,0.0581901,0.1547423,0.5556539,0.7896543,0.00750445,0.003049819,0.04432129,0.8461623,0,0.008897602,0.0233274,0.003584889,0.003785528,0,0,0,0,0.4194894,0.5659989,0.01170361,0.1227866,0,0,0,0,0,0,0,0
119,0,0,0,0,0.0177045,0.1412986,0.01374977,0.02122618,0.05816496,0.1544445,0.556397,0.7924299,0.00733593,0.002944579,0.04406635,0.8653168,0,0.008801354,0.02290909,0.003509163,0.003590274,0,0,0,0,0.4209436,0.5653082,0.01127659,0.1227537,0,0,0,0,0,0,0,0
120,0,0,0,0,0.01776173,0.1429967,0.01371175,0.02109122,0.05814147,0.1541641,0.5571081,0.7951174,0.007171367,0.002843093,0.04381455,0.8848417,0,0.008706466,0.02249945,0.003435109,0.003405069,0,0,0,0,0.4223503,0.5646113,0.01086377,0.1227229,0,0,0,0,0,0,0,0
