EwEVersion,"6.6.15613.0 (compiled 02/10/2018)"
Date,"02/10/2018 09:42:53"
ModelName,"Tampa Bay"
EcosimScenario,"TampaBay Flabay Nut better fix seagrass"
TimeSeries,(none)
StartYear,0

Data,Biomass

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
115,0.0002765751,0.02645662,0.2742788,0.1006272,0.01599457,0.0003474561,0.005445049,0.03513994,0.1446263,0.2876141,0.0001136508,0.03337144,0.2541695,2.393778E-05,0.003485458,0.1183083,0.04789502,0.7168036,3.29303,1.595825E-06,0.01643937,0.0152511,0.1231526,0.02553099,0.5061074,0.3238582,0.8139265,0.1153614,0.1016878,0.2281474,0.04909666,0.1484378,0.1818994,0.05957814,0.04574642,1.581261,0.1024383,0.1016329,0.1524168,1.159909,0.06557271,0.110492,0.03839242,1.526994,8.20247,1.528434,1.047079,28.16523,33.26665,235.3182,28.16912,12.10918
116,0.0002782189,0.02622434,0.2780378,0.1013493,0.01598804,0.0003534736,0.005309708,0.03627191,0.1453106,0.2915021,0.0001147063,0.03435712,0.2557665,2.440896E-05,0.003352633,0.119673,0.04454906,0.6827382,3.328916,1.592015E-06,0.01675709,0.0152273,0.1273286,0.02581636,0.5028901,0.3301403,0.8186008,0.1157644,0.1018166,0.2286412,0.04919535,0.1491606,0.1809351,0.06033042,0.04591507,1.57178,0.1013876,0.1016609,0.1522706,1.134979,0.06428128,0.1125622,0.03900449,1.554605,8.151921,1.556015,1.064803,28.3865,35.3242,249.7299,29.9825,12.3307
117,0.0002860676,0.02612953,0.2819029,0.1020155,0.01599495,0.0003680276,0.005303822,0.03733717,0.1450721,0.2960247,0.0001174614,0.03532526,0.2572972,2.537506E-05,0.003238313,0.1209113,0.05122708,0.6315413,3.411045,1.621714E-06,0.01706879,0.01527586,0.1312514,0.02609729,0.5034501,0.3368027,0.8246546,0.1163509,0.1022639,0.229348,0.0494942,0.1504832,0.1811807,0.06103231,0.04623177,1.573054,0.1016201,0.1020068,0.1525915,1.113469,0.06304923,0.1145383,0.0395405,1.583121,8.230624,1.640195,1.116102,28.85038,37.18402,266.8588,31.70243,12.81617
118,0.0002971034,0.02612907,0.2859421,0.1027163,0.01602958,0.0003872469,0.005405769,0.03815171,0.1443106,0.3012435,0.0001219142,0.03615386,0.259187,2.667E-05,0.003162767,0.1221366,0.07214911,0.599438,3.496228,1.664516E-06,0.01738988,0.01535412,0.1348568,0.0263831,0.5084377,0.3440331,0.8326945,0.1172736,0.1031972,0.2307191,0.05006385,0.1525015,0.1829017,0.06172118,0.04675146,1.584378,0.1030718,0.1027949,0.1536223,1.099997,0.06213333,0.1164458,0.04005796,1.612905,8.398098,1.729662,1.174874,29.46162,38.32771,280.7436,32.80349,13.31948
119,0.0003082736,0.02609244,0.2900081,0.1035001,0.01609439,0.0004082661,0.005549175,0.03859396,0.1433976,0.3070964,0.0001272894,0.03672054,0.2617192,2.817934E-05,0.00312058,0.1234079,0.1026424,0.6077691,3.543395,1.706324E-06,0.0177276,0.01535538,0.1378947,0.02668029,0.5160777,0.3516477,0.8420776,0.118451,0.1044883,0.2327448,0.05081333,0.1549158,0.1855404,0.06242328,0.04740715,1.600254,0.1051043,0.1039072,0.1552102,1.09548,0.06162895,0.1183079,0.04059263,1.644043,8.57653,1.779539,1.211759,30.05378,38.25434,284.6581,32.78934,13.59676
120,0.0003148864,0.02590849,0.2938338,0.1043344,0.01618359,0.0004214576,0.005656767,0.03867368,0.1425699,0.3133841,0.0001312954,0.03695323,0.2650031,2.924865E-05,0.003099874,0.1247044,0.1283512,0.6426845,3.54778,1.731334E-06,0.01807928,0.01519088,0.1400203,0.02698912,0.5232405,0.3591864,0.8513091,0.1196291,0.1058035,0.2350089,0.05155122,0.157205,0.188055,0.06314177,0.04805367,1.61315,0.1068171,0.1050468,0.1568987,1.097995,0.06148808,0.1201259,0.04114098,1.676322,8.689095,1.771465,1.212719,30.47941,37.20992,278.4755,31.85841,13.55439
121,0.0003143905,0.02558116,0.2971916,0.1051352,0.01630019,0.0004193814,0.005704507,0.03848364,0.1419569,0.3197593,0.0001321585,0.03686254,0.2688996,2.927303E-05,0.003098408,0.1259452,0.136046,0.6828876,3.526163,1.732639E-06,0.01843536,0.01485682,0.1409685,0.0273038,0.5274676,0.36622,0.8590484,0.1205573,0.1068278,0.2369859,0.05211173,0.1589694,0.1896007,0.06385829,0.04856399,1.618273,0.1076069,0.1059323,0.1582288,1.104783,0.06160148,0.1218746,0.04166671,1.709385,8.70768,1.725667,1.187834,30.70458,36.04489,268.8438,30.77831,13.30661
122,0.0003052915,0.02515036,0.2998787,0.1057791,0.01645171,0.0003995537,0.005703397,0.03808557,0.1415493,0.3258635,0.0001287423,0.0364985,0.2730846,2.798122E-05,0.003116361,0.1270131,0.119014,0.7134681,3.488799,1.701488E-06,0.01878137,0.01437661,0.1404846,0.02761591,0.5277813,0.3724189,0.8644496,0.1210874,0.1073858,0.2382777,0.05241334,0.1600053,0.1898105,0.06454483,0.04887114,1.613796,0.1073236,0.1064057,0.1589222,1.11157,0.06177308,0.1235133,0.04212055,1.7429,8.630731,1.654588,1.142162,30.71391,34.65941,255.5422,29.47915,12.89733
123,0.0002905282,0.02466494,0.3017927,0.1061682,0.01664966,0.0003696044,0.005669921,0.03748635,0.1412676,0.3314416,0.0001221887,0.03592913,0.2767355,2.591043E-05,0.003148306,0.1278204,0.08009049,0.7231859,3.448798,1.644541E-06,0.0191047,0.01381118,0.1384053,0.02791627,0.5240211,0.3775721,0.867083,0.1211399,0.1073957,0.2386234,0.05242706,0.1602542,0.1885931,0.06517161,0.04894813,1.599856,0.1060169,0.1063823,0.1588252,1.115337,0.06184943,0.1249945,0.0424514,1.776573,8.477914,1.577374,1.088982,30.54724,33.53191,243.0125,28.39845,12.44541
124,0.0002733186,0.02413909,0.3028534,0.106239,0.01692869,0.0003373306,0.005583561,0.03666224,0.1409599,0.336352,0.0001139727,0.03521514,0.2785777,2.366177E-05,0.003178223,0.1283076,0.04921326,0.6975473,3.421564,1.571196E-06,0.01939397,0.01321469,0.134613,0.02819685,0.5168327,0.3815832,0.8669272,0.1207171,0.1068791,0.2379432,0.05217621,0.1597735,0.1861326,0.06571373,0.04880777,1.578026,0.1039413,0.1058784,0.157948,1.113125,0.06167747,0.1262738,0.04261726,1.810193,8.272535,1.500003,1.032374,30.23295,32.45085,230.2533,27.36195,11.97639
125,0.0002556616,0.02360129,0.3030091,0.1059592,0.01736687,0.0003079607,0.005396639,0.0356735,0.1405033,0.3405649,0.0001051136,0.03441504,0.2792379,2.163724E-05,0.003193921,0.1284433,0.04184859,0.6285944,3.42227,1.490455E-06,0.01964114,0.01261917,0.1290838,0.02845094,0.5068409,0.3843907,0.8640527,0.1198379,0.1058767,0.2362397,0.05168896,0.1586283,0.1826189,0.06615257,0.04846787,1.54968,0.1012983,0.1049259,0.1563407,1.10304,0.06115123,0.1273132,0.04258543,1.843577,8.030955,1.424083,0.974934,29.79313,31.42161,217.5889,26.3767,11.50685
126,0.0002389879,0.02308382,0.30217,0.1053145,0.01803003,0.0002840986,0.005085195,0.0346346,0.1397905,0.3439875,9.65572E-05,0.0335785,0.279059,2.002046E-05,0.003197182,0.1282016,0.0422963,0.5408075,3.431141,1.407888E-06,0.01984038,0.01202215,0.1219195,0.02867283,0.4945948,0.3859582,0.8585752,0.1185294,0.1044356,0.2335619,0.05099241,0.1568797,0.1782275,0.06647484,0.04794681,1.51598,0.09824702,0.1035674,0.1540754,1.08394,0.06020075,0.1280824,0.04233253,1.876552,7.763456,1.348402,0.9166476,29.23947,30.36072,204.559,25.36932,11.03075
127,0.0002240781,0.02258704,0.3002711,0.1043219,0.01895667,0.0002663025,0.004677913,0.03367788,0.1387753,0.3464716,8.974416E-05,0.03276403,0.2780659,1.883653E-05,0.003190002,0.1275733,0.04892336,0.4869948,3.398441,1.32764E-06,0.01998772,0.01140974,0.113394,0.02885725,0.4805058,0.3862701,0.8506222,0.1168185,0.1025981,0.2299769,0.05010835,0.1545803,0.1730958,0.06667137,0.04726018,1.477862,0.09489202,0.1018421,0.1512226,1.055752,0.05880662,0.1285593,0.04184384,1.908934,7.477463,1.27324,0.8583311,28.58546,29.31317,191.5657,24.37774,10.55381
128,0.0002123132,0.0220727,0.2973885,0.1030851,0.02010681,0.0002547082,0.004251433,0.03290353,0.1374979,0.34796,8.527207E-05,0.03201374,0.2763433,1.807543E-05,0.003160567,0.1265902,0.05943638,0.4732359,3.322331,1.258016E-06,0.02008224,0.01078639,0.1040178,0.02899938,0.4651966,0.3854196,0.8405472,0.1147594,0.100436,0.2256071,0.04907382,0.1518467,0.167438,0.06673755,0.04643749,1.437212,0.09139574,0.09981932,0.1478985,1.020227,0.05703605,0.1287315,0.0411171,1.940576,7.192581,1.209051,0.8073558,27.88463,28.65784,181.4718,23.73734,10.14927
129,0.0002037353,0.0214666,0.2937039,0.1017586,0.021394,0.0002475537,0.003884467,0.0323096,0.1360979,0.3484413,8.293024E-05,0.03132253,0.2741044,1.758725E-05,0.003083566,0.1253203,0.06758615,0.4857996,3.220866,1.203556E-06,0.02012595,0.01017889,0.09445129,0.02909594,0.4497162,0.3836127,0.8289848,0.1124578,0.09807901,0.2206787,0.04795525,0.148868,0.1616148,0.06667647,0.04553159,1.396799,0.08803393,0.0976271,0.1443092,0.9799972,0.05500365,0.128601,0.04016884,1.971423,6.932384,1.162262,0.7676964,27.19128,28.35655,174.39,23.42583,9.850523
130,0.0001968487,0.02066901,0.2893433,0.1004958,0.02269648,0.0002403132,0.003608583,0.03179308,0.1347553,0.3479074,8.132216E-05,0.03063805,0.2715087,1.707372E-05,0.002939301,0.1238306,0.06725597,0.5044911,3.111721,1.157588E-06,0.0201221,0.009567235,0.08536802,0.02914542,0.4347496,0.3809798,0.8163718,0.1100049,0.0956326,0.215414,0.04680223,0.1457506,0.1558736,0.0664979,0.04458111,1.357703,0.08494397,0.09536621,0.1406237,0.9372352,0.05280715,0.1281844,0.03903,2.001452,6.695201,1.120252,0.7311694,26.49036,27.79713,166.2768,22.90586,9.56565
131,0.0001905406,0.01963616,0.2843776,0.09941175,0.02386932,0.0002309614,0.003419733,0.03126512,0.1335721,0.346348,7.949331E-05,0.02991378,0.2685222,1.641807E-05,0.002732885,0.122161,0.05700506,0.516755,3.00406,1.115278E-06,0.02007419,0.008934957,0.07737069,0.02914678,0.4201209,0.377532,0.8027509,0.1074202,0.09311026,0.2099068,0.04561405,0.1424756,0.1501803,0.06621145,0.04358677,1.319084,0.08200579,0.09304295,0.1368672,0.8944093,0.0505577,0.1275052,0.03773396,2.030549,6.46503,1.073236,0.6927365,25.75371,27.00711,156.8585,22.18455,9.248615
132,0.0001838482,0.01841658,0.2788563,0.09855203,0.02477084,0.0002191448,0.003292138,0.03070827,0.1325078,0.3437768,7.687855E-05,0.02915592,0.2648058,1.558489E-05,0.002496564,0.1203094,0.04036434,0.5128136,2.90627,1.074899E-06,0.01998417,0.008279634,0.07087327,0.02909941,0.405466,0.3732631,0.788066,0.1046972,0.0904928,0.2041744,0.04437486,0.1390039,0.1444336,0.06582341,0.04253832,1.2801,0.07908535,0.09063818,0.1330156,0.8534013,0.04834552,0.1265883,0.03631225,2.058538,6.231557,1.020376,0.6514969,24.97023,26.12463,146.7944,21.37578,8.898108
133,0.0001769695,0.01714399,0.2728777,0.09789471,0.02531278,0.0002063921,0.003197257,0.03011688,0.1314881,0.340274,7.344762E-05,0.02839147,0.2602828,1.471718E-05,0.002275422,0.1182596,0.03115438,0.4834391,2.832614,1.037515E-06,0.019854,0.007627008,0.06605296,0.02900387,0.3907247,0.3682435,0.7724328,0.1018476,0.08778449,0.1982427,0.04308506,0.1353596,0.1386269,0.06533836,0.04143858,1.241096,0.0761639,0.088158,0.1290764,0.8160099,0.04626255,0.1254577,0.03479581,2.08525,6.001001,0.9708345,0.6128672,24.16957,25.51448,138.3697,20.80017,8.577408
134,0.000169415,0.01595163,0.2665436,0.09737801,0.02547479,0.0001936135,0.003108115,0.02941972,0.1304056,0.3360559,6.949571E-05,0.02757367,0.2553099,1.385776E-05,0.002103521,0.116005,0.02896006,0.4255508,2.790401,9.994505E-07,0.01968601,0.007007675,0.06282472,0.02886261,0.3762464,0.3625977,0.7561404,0.09891886,0.0850343,0.1921986,0.04177002,0.1316194,0.1328861,0.0647629,0.04030867,1.203116,0.07334566,0.08565355,0.1251244,0.7830292,0.04436046,0.1241369,0.03321806,2.110574,5.782755,0.9279644,0.5781075,23.37348,25.0258,130.952,20.33768,8.295244
135,0.0001618678,0.01493031,0.2599445,0.09691413,0.02529904,0.0001822223,0.00300821,0.0284698,0.1291412,0.3314452,6.569107E-05,0.02660098,0.2501833,1.310342E-05,0.001992236,0.1135661,0.03079562,0.3513454,2.770571,9.617488E-07,0.01948384,0.00644565,0.06094532,0.02867955,0.3623049,0.3564379,0.7394467,0.09595712,0.08228938,0.1861368,0.04045331,0.1278456,0.1273152,0.06410593,0.03916794,1.166785,0.07069249,0.08316785,0.1212262,0.7548705,0.04267367,0.1226461,0.031612,2.134426,5.580456,0.890822,0.5470655,22.59199,24.5989,124.2476,19.93756,8.046489
136,0.000155633,0.01413135,0.253206,0.09642871,0.02486933,0.0001748271,0.002900113,0.02716366,0.1275539,0.3268262,6.295052E-05,0.02539397,0.2451269,1.258755E-05,0.001932314,0.1109933,0.03692781,0.3001792,2.738574,9.28919E-07,0.01925258,0.005972669,0.06014283,0.02845938,0.3491882,0.3499113,0.7226739,0.09301165,0.07960066,0.1801603,0.03916001,0.1241169,0.1220244,0.063378,0.03803808,1.133033,0.06827153,0.08074787,0.1174551,0.7321112,0.04124372,0.1210003,0.03000914,2.156748,5.402402,0.863445,0.5229131,21.85268,24.45621,119.5132,19.79372,7.866408
137,0.0001500493,0.01352267,0.2463777,0.09585746,0.02427523,0.0001695723,0.002776441,0.02553391,0.1254971,0.3225265,6.094624E-05,0.02393704,0.2402881,1.221081E-05,0.001900764,0.1083341,0.04388182,0.2798694,2.68008,8.972255E-07,0.01899596,0.00558515,0.06007306,0.02820732,0.3370228,0.34308,0.7059641,0.0901219,0.0770055,0.1743554,0.037906,0.1204542,0.1170723,0.06259111,0.03693159,1.101612,0.06609752,0.0784269,0.1138631,0.7133915,0.04002388,0.1192103,0.02843732,2.177489,5.238868,0.8346472,0.4977649,21.12298,23.90547,113.0893,19.30646,7.657381
138,0.0001483633,0.01312231,0.239716,0.09517691,0.02359309,0.0001704937,0.002674165,0.02379053,0.122945,0.3187038,6.069482E-05,0.02233927,0.2357889,1.222216E-05,0.001880353,0.1056673,0.04836618,0.2870628,2.609344,8.828931E-07,0.01872195,0.005339018,0.06059845,0.02792818,0.3259549,0.3361512,0.6897115,0.08732381,0.0745385,0.1687988,0.0367087,0.1169557,0.1125217,0.06175657,0.03586727,1.074043,0.06419699,0.07623199,0.1104932,0.7008259,0.03911884,0.117284,0.0269207,2.196614,5.112253,0.8256499,0.4876488,20.49027,24.4611,112.672,19.78371,7.619913
139,0.0001500051,0.01292003,0.2334511,0.09438914,0.02287482,0.0001752937,0.002618835,0.02220883,0.1199577,0.3153123,6.172157E-05,0.02077419,0.2316221,1.252253E-05,0.001860354,0.1030605,0.04783629,0.3082535,2.54031,8.840825E-07,0.0184385,0.005260663,0.06158932,0.02762827,0.3171483,0.3294301,0.6747058,0.08474851,0.07234775,0.1637366,0.03564456,0.113831,0.1087653,0.06089307,0.03490693,1.053274,0.0629183,0.07432239,0.1075825,0.6941091,0.03853181,0.1152416,0.0254934,2.214322,5.044288,0.8387216,0.4909109,19.9851,25.12513,114.2421,20.39866,7.701958
140,0.0001578946,0.01295099,0.2279654,0.09354722,0.02215488,0.0001878789,0.002659819,0.02103356,0.1167054,0.312296,6.502119E-05,0.01945483,0.2277907,1.34054E-05,0.001844152,0.1006227,0.04281917,0.3349251,2.494893,9.157941E-07,0.01816087,0.005413941,0.0631295,0.02731521,0.3116864,0.3233117,0.6619154,0.08253662,0.07059092,0.1594627,0.03479562,0.1113328,0.1061812,0.0600264,0.03411965,1.042613,0.06250627,0.07283761,0.1053534,0.6964859,0.03842311,0.1131229,0.02419693,2.230958,5.067235,0.8911224,0.5228323,19.70465,26.9765,123.8912,22.10356,8.061742
141,0.0001779629,0.01334229,0.2239187,0.09275705,0.02146102,0.0002189461,0.002875432,0.02042437,0.1134601,0.3097578,7.302468E-05,0.01859607,0.2244304,1.558755E-05,0.001846025,0.09852234,0.03736078,0.3641365,2.501729,1.007926E-06,0.01791373,0.00593987,0.06559976,0.0269997,0.3122687,0.3185648,0.6533595,0.08098923,0.06961586,0.1565621,0.03434595,0.1100235,0.1056903,0.05919732,0.0336577,1.050018,0.06367751,0.07211015,0.1043184,0.7136139,0.03907458,0.1110065,0.02309621,2.247343,5.259024,1.02518,0.6132093,19.84302,30.80585,149.4279,25.67402,8.947196
142,0.0002039233,0.01402408,0.2215442,0.09210185,0.02081812,0.0002608298,0.003227893,0.02037724,0.1104368,0.3078707,8.351358E-05,0.01830182,0.2217194,1.84754E-05,0.00187674,0.09690319,0.03602926,0.3853558,2.553214,1.125891E-06,0.01772131,0.006783701,0.06905827,0.02669747,0.3211525,0.3156044,0.6504051,0.0804287,0.06977986,0.1556935,0.03447175,0.1102624,0.1081213,0.05846524,0.033657,1.077406,0.06688283,0.07243836,0.1049551,0.7437651,0.04044666,0.1090197,0.02226972,2.264621,5.599597,1.188352,0.7240617,20.28486,32.90653,172.0854,27.76282,9.858016
143,0.000230235,0.01483298,0.2207308,0.09161349,0.02024705,0.000307148,0.003636628,0.02076551,0.1078312,0.3067118,9.432518E-05,0.01852634,0.2198079,2.146479E-05,0.001943373,0.09585315,0.04522262,0.3958504,2.630561,1.242249E-06,0.0176013,0.007761776,0.07339673,0.02642252,0.3359695,0.3141663,0.6521536,0.0807683,0.07093433,0.1568244,0.03507466,0.1116964,0.1127705,0.0578767,0.03404269,1.11608,0.07117581,0.07360368,0.1069723,0.7844982,0.04244593,0.1072965,0.02175429,2.283409,5.981589,1.309736,0.8172882,20.82184,33.47828,186.9887,28.42715,10.51659
144,0.0002521988,0.01568356,0.2212295,0.09129068,0.01975524,0.0003466877,0.004056419,0.02140425,0.1058413,0.3061742,0.0001038086,0.01913173,0.2186139,2.39593E-05,0.002049903,0.09536258,0.06809212,0.4047235,2.713398,1.341915E-06,0.01755719,0.008726067,0.07846075,0.02618213,0.3530682,0.313886,0.6570693,0.08172257,0.07269406,0.1594587,0.03593926,0.1137943,0.1184356,0.05744832,0.03465535,1.158057,0.07555323,0.07526463,0.109836,0.8325493,0.04492206,0.1059323,0.02153243,2.303833,6.333199,1.381005,0.8833948,21.35199,33.52558,196.9937,28.54682,10.93446
145,0.0002642282,0.01654777,0.2227034,0.09110721,0.0193477,0.0003620255,0.004467962,0.02211014,0.1046429,0.3060319,0.0001093505,0.01994609,0.2181813,2.517893E-05,0.002192851,0.0953458,0.09818496,0.422229,2.781839,1.405876E-06,0.01758015,0.00958997,0.08401255,0.025978,0.3697875,0.3144377,0.66379,0.08302733,0.07471593,0.1630289,0.0368884,0.1161303,0.1241987,0.05717398,0.03536022,1.198205,0.07943106,0.07714336,0.1130783,0.8834553,0.04765272,0.1049653,0.02155223,2.32578,6.619218,1.411476,0.920962,21.81816,33.18243,202.0147,28.26161,11.13729
146,0.0002645076,0.01739518,0.2246827,0.09104814,0.01902773,0.0003503788,0.004839289,0.0227257,0.1042959,0.306043,0.0001097623,0.02080893,0.2184984,2.503423E-05,0.002361416,0.09567052,0.1229287,0.4532423,2.819201,1.421627E-06,0.01765337,0.01027848,0.08971005,0.02580799,0.3840616,0.3154262,0.6709328,0.084436,0.07669572,0.1669586,0.03777469,0.1183137,0.1293236,0.05703204,0.03603891,1.231921,0.08239201,0.07897948,0.116258,0.931676,0.05035164,0.1043809,0.02174689,2.348932,6.808945,1.399501,0.9255955,22.14632,32.19491,199.7415,27.35858,11.08966
147,0.0002680615,0.01842481,0.2272162,0.09120371,0.01880935,0.000342973,0.005233456,0.0232419,0.1048128,0.3062281,0.0001112304,0.02168622,0.2197454,2.528423E-05,0.002553343,0.09629879,0.1352387,0.5024785,2.854903,1.457908E-06,0.01777097,0.01100718,0.09568986,0.02566786,0.3961323,0.3170036,0.6786366,0.0858852,0.07857198,0.1709735,0.03859241,0.1204647,0.1338458,0.05699607,0.03668974,1.263065,0.08467145,0.08071624,0.119251,0.9798844,0.05309787,0.1041335,0.02206205,2.373131,6.988067,1.434822,0.960179,22.58149,33.84422,214.9479,28.81115,11.38982
148,0.000271976,0.01963677,0.2300683,0.09167214,0.01869826,0.0003386656,0.00557033,0.0237362,0.1059607,0.3067031,0.0001128897,0.02255665,0.2220731,2.562995E-05,0.00275763,0.09715385,0.1254581,0.5614933,2.885318,1.493867E-06,0.01792207,0.01181778,0.101752,0.02555786,0.4086132,0.3193649,0.6877119,0.08756303,0.08058982,0.1753018,0.03948725,0.1228869,0.1386058,0.05705995,0.03741559,1.296072,0.08712709,0.08260226,0.1224093,1.023029,0.05564802,0.1041936,0.02248255,2.398732,7.182157,1.478888,0.9912935,23.06761,34.23341,222.6492,29.17812,11.64872
149,0.0002726402,0.0208842,0.2328531,0.09253187,0.01867673,0.0003347565,0.005718893,0.02436628,0.1074196,0.3075519,0.0001134412,0.02345523,0.2251671,2.557643E-05,0.002964079,0.09818553,0.09345704,0.6139787,2.905681,1.507591E-06,0.01810043,0.01262432,0.1075681,0.02547884,0.4200678,0.3221408,0.6971412,0.08932941,0.08259328,0.1797341,0.04037632,0.1252701,0.1431189,0.05721631,0.03814482,1.325527,0.08926659,0.08445884,0.1254858,1.05756,0.05780436,0.1045297,0.02298785,2.425661,7.327755,1.484381,0.9977341,23.4612,33.55093,221.2654,28.56718,11.67811
150,0.0002707794,0.02202519,0.2352723,0.09380195,0.01869381,0.0003332293,0.005634495,0.02526895,0.1088686,0.308659,0.0001132259,0.02443299,0.2278068,2.519921E-05,0.003159667,0.09930877,0.05623559,0.6403853,2.92039,1.503114E-06,0.0182937,0.01336986,0.1128847,0.02542802,0.428543,0.3249412,0.7057357,0.09096403,0.08433069,0.1838543,0.04112767,0.1272746,0.146718,0.0574421,0.0387741,1.347194,0.0906018,0.08605818,0.1281297,1.081076,0.05941565,0.1050922,0.0235435,2.453529,7.393972,1.456098,0.982559,23.71235,32.6254,215.8423,27.70625,11.52778
151,0.0002724672,0.02308944,0.2374492,0.09548642,0.0187228,0.0003394251,0.005449158,0.02650856,0.1100865,0.3099565,0.0001140979,0.02555881,0.2294243,2.523491E-05,0.003334751,0.1004858,0.03898634,0.644584,2.949594,1.515351E-06,0.01849413,0.01413549,0.1178292,0.02540134,0.4342989,0.327816,0.7135764,0.09242139,0.08577274,0.1874987,0.04173957,0.1289933,0.1494649,0.05771093,0.03930438,1.363996,0.09132764,0.08738211,0.1302963,1.095816,0.06054801,0.1058249,0.02412146,2.482101,7.43997,1.455289,0.9851601,23.98244,33.30186,221.2483,28.2717,11.57631
152,0.000275261,0.02403183,0.2395299,0.09756119,0.01875842,0.000346494,0.005290159,0.02802043,0.1108415,0.3115711,0.0001145264,0.02683491,0.2306684,2.54872E-05,0.00346913,0.1016966,0.04044129,0.6390135,2.988495,1.536898E-06,0.01869543,0.01491238,0.1224624,0.02539898,0.4395063,0.3309717,0.721485,0.09385423,0.08713041,0.1908948,0.04233394,0.1307258,0.1520604,0.05801259,0.03982537,1.380667,0.09212265,0.08864042,0.1322978,1.10143,0.06117418,0.1066912,0.02471891,2.511556,7.505994,1.476312,0.9978004,24.30195,33.85009,226.7519,28.75817,11.71171
153,0.0002770299,0.02470448,0.2415558,0.09998262,0.01879478,0.0003497518,0.005215152,0.0296501,0.1108035,0.3138466,0.0001139488,0.02820858,0.2317375,2.560821E-05,0.003541818,0.1029552,0.05638528,0.6372303,3.020388,1.552361E-06,0.01889674,0.01557271,0.1267432,0.0254245,0.4444965,0.3343507,0.7294607,0.09528537,0.08844963,0.1941374,0.0429333,0.1324745,0.154604,0.05834475,0.04035028,1.396672,0.09299918,0.08986034,0.1341998,1.098811,0.06132159,0.1076659,0.02533745,2.541989,7.574416,1.491843,1.006974,24.61481,33.89137,228.7715,28.80056,11.80011
154,0.0002768161,0.02499937,0.2434821,0.1026904,0.01883004,0.0003500507,0.005216325,0.03126763,0.1096617,0.31713,0.0001133409,0.02960331,0.2327489,2.556324E-05,0.003541056,0.1042548,0.08444189,0.6479874,3.032023,1.557674E-06,0.01909561,0.01595695,0.130584,0.02548209,0.4486226,0.3377836,0.7370796,0.09664564,0.08965863,0.1971493,0.04349413,0.1341054,0.156862,0.05870127,0.04084465,1.409999,0.09372535,0.09097324,0.1359133,1.08952,0.06105652,0.1087206,0.02597138,2.573308,7.621267,1.491085,1.006798,24.87285,33.59454,227.6715,28.53044,11.79699
155,0.0002741827,0.02492343,0.2451618,0.105591,0.01886394,0.0003470115,0.005240459,0.03279833,0.1073588,0.3214968,0.00011231,0.03093839,0.2339262,2.518203E-05,0.003479668,0.1055411,0.1116692,0.6652122,3.02483,1.550119E-06,0.01928647,0.01591283,0.1338299,0.02557635,0.4511458,0.3410661,0.7438146,0.09784339,0.0906572,0.1997763,0.04396017,0.1354651,0.158557,0.05907018,0.04126419,1.418759,0.09408575,0.09189207,0.1373081,1.074853,0.06044369,0.1098176,0.02660738,2.605299,7.628668,1.471217,0.9941403,25.03785,32.98998,223.2821,27.97041,11.68209
156,0.000268249,0.0245731,0.2464037,0.1085439,0.01889246,0.0003392958,0.005223106,0.03420794,0.1042182,0.3265715,0.0001104354,0.03213706,0.2353572,2.442708E-05,0.003383646,0.1067329,0.1242632,0.6813775,3.004617,1.527814E-06,0.0194618,0.01537983,0.1361904,0.02571253,0.4514154,0.3439758,0.7491184,0.098784,0.09134333,0.2018329,0.04427734,0.1364075,0.1594341,0.05943457,0.04156524,1.421355,0.09390697,0.09252566,0.1382423,1.055833,0.05954059,0.1109078,0.02722578,2.637655,7.584783,1.432911,0.9684585,25.08206,32.14248,215.9331,27.17839,11.45607
157,0.0002633374,0.02416714,0.2472528,0.1114059,0.01889991,0.0003339942,0.005181869,0.03543011,0.1009876,0.3316862,0.0001092852,0.03316057,0.2371909,2.371957E-05,0.003284899,0.1077899,0.1139221,0.6948974,2.989165,1.51465E-06,0.01961931,0.01476114,0.1375805,0.02585362,0.4499187,0.346554,0.7531385,0.09946086,0.09172571,0.203272,0.04445589,0.1370196,0.1595911,0.05977767,0.04175701,1.419973,0.09332713,0.09288132,0.1387218,1.036464,0.05855541,0.1119382,0.02780959,2.670159,7.529021,1.413919,0.955398,25.11684,32.36742,216.0003,27.33912,11.3688
158,0.0002629722,0.02390676,0.2479855,0.1140688,0.01888208,0.0003360423,0.005175742,0.03630997,0.09855574,0.3361979,0.0001101346,0.03397102,0.2392945,2.347949E-05,0.00320448,0.1087276,0.08084037,0.7003954,2.996347,1.525646E-06,0.01976261,0.01428542,0.137984,0.0259898,0.4489118,0.3491733,0.7570417,0.1000595,0.09204475,0.2044075,0.04462875,0.137691,0.1597737,0.06009726,0.04194305,1.420765,0.09301093,0.09318917,0.1390957,1.020557,0.0576853,0.1128712,0.02836364,2.703016,7.525889,1.439661,0.9705714,25.27286,33.56953,224.6544,28.41004,11.54501
